sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_287192,封皇后,拓跋沙漠汗,代 文帝 拓跋沙漠汗 封皇后,代 文帝 人物二 人物一,1
TRAIN_SENT_ID_276229,韩寒,韩小野,韩小野 太 “ 犀利 ” 韩寒 “ 吐槽 ” 驾驭 不了 。,人物二 太  犀利  人物一  吐槽  驾驭 不了,-1
TRAIN_SENT_ID_255911,蒋介石,宋美龄,蒋介石 选择 了 宋美龄 。,人物一 选择 人物二,1
TRAIN_SENT_ID_273433,杨乐乐,汪涵,1 主持 阵容 : 金晓琳 、 冯祺 、 郑慧琳 、 仇晓 、 汪涵 、 杨乐乐 。,主持 阵容  金晓琳  冯祺  郑慧琳  仇晓  人物二  人物一,1
TRAIN_SENT_ID_268753,孟明视,百里奚,秦穆公 非常重视 人才 ， 其 任内 获得 百里奚 、 蹇 叔 、 由余 、 孟明视 、 西乞术 、 白乙丙 等 贤臣 良将 的 辅佐 。,秦穆公 非常重视 人才  任内 获得 人物二  蹇 叔  由余  人物一  西乞术  白乙丙 贤臣 良将 辅佐,-1
TRAIN_SENT_ID_267399,许志安,郑秀文,3 . 用爱造 世界 / 反正 经 / 霓虹 光管 高高挂 / 爱着 你 . 绑 着 你 / 翻腾 / 不倦 的 蝴蝶 / 奇奇怪怪 / 烈火 （ 许志安 ; 郑秀文 ）,用爱造 世界  反正  霓虹 光管 高高挂  爱着  绑  翻腾  不倦 蝴蝶  奇奇怪怪  烈火  人物一  人物二,1
TRAIN_SENT_ID_252364,江别鹤,江玉郎,江玉郎 趁着 江别鹤 去 拿 酒菜 给 小鱼儿 的 时候 ， 进来 对 小鱼儿 下毒 。,人物二 人物一 酒菜 小鱼儿  进来 小鱼儿 下毒,-1
TRAIN_SENT_ID_264484,吴健雄,袁家骝,顾问 ： 雷洁琼 费孝通 卢嘉锡 吴健雄 袁家骝 桥 口 隆吉,顾问  雷洁琼 费孝通 卢嘉锡 人物一 人物二 桥 口 隆吉,1
TRAIN_SENT_ID_260027,严英云,徐良,因此 ， 王顺 也 想 用 严英云 作 诱饵 ， 吸引 徐良 同 他 决斗 。,王顺 想 人物一 作 诱饵  吸引 人物二 决斗,1
TRAIN_SENT_ID_285563,文馨,陈笑飞,"一连串 的 意外 , 把 陈笑飞 和 林多美 往 错误 的 道路 上越 推越 远 , 他们 不断 犯下 过错 , 令 文馨 及其 家人 陷入 危机 。",一连串 意外  人物二 林多美 错误 道路 上越 推越 远  不断 犯下 过错  令 人物一 家人 陷入 危机,1
TRAIN_SENT_ID_258399,张兆和,沈从文,第四 封 沈从文 致 张兆和 （ 1934.1 . 12 ）,第四 封 人物二 人物一,1
TRAIN_SENT_ID_253587,沈浪,朱七七,众人 叹 这 世间 也 就 你 沈浪 治得 住 这 令人 头大 的 朱七七 。,众人 叹 世间 人物一 治得 住 令人 头大 人物二,1
TRAIN_SENT_ID_281683,蒋韵,李锐,李锐 蒋韵 用 方块字 深刻 表达 臼己,人物二 人物一 方块字 深刻 表达 臼己,1
TRAIN_SENT_ID_259156,刘备,刘禅,刘备 ： 糜贞 ， 甘倩 ， 刘禅 ， 刘理 ， 刘莹,人物一  糜贞  甘倩  人物二  刘理  刘莹,-1
TRAIN_SENT_ID_253579,沈浪,朱七七,风华 度 ： 朱七七 4 星 ， 沈浪 3 星半,风华 度  人物二  星  人物一  星半,1
TRAIN_SENT_ID_277467,贾演,贾代化,▪ 贾演 ▪ 贾源 ▪ 贾代化 ▪ 贾代善 ▪ 贾代儒 ▪ 贾代修 ▪ 贾敷 ▪ 贾敬,▪ 人物一 ▪ 贾源 ▪ 人物二 ▪ 贾代善 ▪ 贾代儒 ▪ 贾代修 ▪ 贾敷 ▪ 贾敬,-1
TRAIN_SENT_ID_268047,樊梨花,薛丁山,诸如 薛仁贵 征东 、 薛丁山 征西 、 薛刚反唐 ， 乃至 薛家 媳妇 樊梨花 移山倒海 的 神通 等等 。,薛仁贵 征东  人物二 征西  薛刚反唐  薛家 媳妇 人物一 移山倒海 神通,1
TRAIN_SENT_ID_278579,岳灵珊,岳不群,岳灵珊 （ 师姐 ） 仇敌 : 余沧海 / 青城派 ， 木高峰 ， 岳不群 盟友 : 左冷禅,人物一  师姐  仇敌  余沧海  青城派  木高峰  人物二 盟友  左冷禅,-1
TRAIN_SENT_ID_256221,孙尚香,刘备,刘备 可以 放 孙尚香 。,人物二 放 人物一,1
TRAIN_SENT_ID_274585,薛丁山,薛仁贵,还 编导 演出 《 薛仁贵 征东 》 、 《 薛丁山 征西 》 、 《 突破 江防 》 、 《 平原 游击队 》 、 《 金田 怒火 》 等 。,编导 演出  人物二 征东    人物一 征西    突破 江防    平原 游击队    金田 怒火,-1
TRAIN_SENT_ID_249372,后稷,姜嫄,有 后稷 祠及 姜嫄 祠 ” 。,人物一 祠及 人物二 祠,-1
TRAIN_SENT_ID_277371,樊姬,楚庄王,所以 ， 樊姬 就 多次 去 劝阻 他 ， 而 楚庄王 始终 不 听 。,人物一 多次 劝阻  人物二 始终 听,1
TRAIN_SENT_ID_272823,谢烨,顾城,顾城 与 谢烨,人物二 人物一,1
TRAIN_SENT_ID_287055,夏侯夬,夏侯道迁,《 北史 · 夏侯道迁 传 》 ： “ ﹝ 夏侯夬 ﹞ 不胜 楚痛 ， 大叫 。 ”,北史  人物二 传    ﹝ 人物一 ﹞ 不胜 楚痛  大叫,-1
TRAIN_SENT_ID_269756,任我行,任盈盈,小 人民币 玩家 或者 非 人民币 玩家 ， 攻击 路线 走 桃谷六仙 和 令狐冲 ， 任盈盈 ， 任我行 ， 岳不群 等 相互 点灯 。,人民币 玩家 非 人民币 玩家  攻击 路线 走 桃谷六仙 令狐冲  人物二  人物一  岳不群 相互 点灯,-1
TRAIN_SENT_ID_256809,朱军,谭梅,朱军 谭梅 的 三个 任务 是 滑翔伞 ， 背 法语 ， 开 飞机 。,人物一 人物二 三个 任务 滑翔伞  背 法语  开 飞机,1
TRAIN_SENT_ID_265177,尤二姐,贾琏,尤二姐 性情 柔弱 ， 被 贾琏 所骗 ， 为 其 偏房 。,人物一 性情 柔弱  人物二 所骗  偏房,1
TRAIN_SENT_ID_267733,马小玲,况天涯,紫 ： 马家 的 血 加上 僵尸 血 将 变成 特殊 的 紫眼 僵尸 “ 况天涯 ” “ 马小玲 ” “ 汤金 宝 ” 。,紫  马家 血 加上 僵尸 血 变成 特殊 紫眼 僵尸  人物二   人物一   汤金 宝,-1
TRAIN_SENT_ID_262995,熊美玲,林秋离,No.122 从不 为 自己 活 林秋离 熊美玲 童安格,从不 活 人物二 人物一 童安格,1
TRAIN_SENT_ID_265194,尤二姐,贾琏,多 情人 的 尤二姐 ， 遇到 的 是 “ 寡情 人 ” 贾琏 。,情人 人物一  遇到  寡情  人物二,1
TRAIN_SENT_ID_259586,冯小刚,徐帆,李亚鹏 王菲 ， 章子怡 周迅 ， 范冰冰 李冰 冰 ， 李宇春 刘晓庆 ， 黄晓明 陈坤 ， 冯小刚 徐帆 ， 刘德华 成龙 … …,李亚鹏 王菲  章子怡 周迅  范冰冰 李冰 冰  李宇春 刘晓庆  黄晓明 陈坤  人物一 人物二  刘德华 成龙,1
TRAIN_SENT_ID_267413,许志安,郑秀文,此歌 是 许志安 的 音乐 代表作 之一 ， 后 被 郑秀文 、 高胜美 等 歌手 翻唱 。,此歌 人物一 音乐 代表作  人物二  高胜美 歌手 翻唱,1
TRAIN_SENT_ID_272818,谢烨,顾城,谢烨 顾城 的 画 … … … … … … … … … … … … … … … … …,人物一 人物二 画,1
TRAIN_SENT_ID_258089,周海婴,鲁迅,何满子 ： 周海婴 写 鲁迅 书 · 读得 二三 事,何满子  人物一 写 人物二 书  读得 二三 事,-1
TRAIN_SENT_ID_268162,樊梨花,薛丁山,皮影戏 《 薛丁山 与 樊梨花 》 苦尽甘来 终 悔悟 ， 身遭 磨难 思 娇妻 。,皮影戏  人物二 人物一  苦尽甘来 终 悔悟  身遭 磨难 思 娇妻,1
TRAIN_SENT_ID_276311,岳灵珊,林平之,令狐冲 一直 暗恋 小 师妹 岳灵珊 ， 无奈 灵珊爱 上 了 新 加入 本门 的 林平之 。,令狐冲 一直 暗恋 师妹 人物一  无奈 灵珊爱 新 加入 本门 人物二,1
TRAIN_SENT_ID_268610,潘金莲,武大郎,"西门庆 的 后人 遇见 了 武大郎 的 后人 为何 吕洞宾 等 人 要 渡 东海 , 原来 是 为了 寻找 潘金莲 我 的 初恋 呀 !",西门庆 后人 遇见 人物二 后人 吕洞宾 渡 东海  原来 寻找 人物一 初恋,1
TRAIN_SENT_ID_260302,穆桂英,杨宗保,宋将 杨宗保 率 手下 焦赞 、 孟良 往 穆柯寨 取降 龙木破 辽军 天门 阵 ， 巧遇 寨主 穆桂英 。,宋将 人物二 率 手下 焦赞  孟良 穆柯寨 取降 龙木破 辽军 天门 阵  巧遇 寨主 人物一,1
TRAIN_SENT_ID_264505,吴健雄,袁家骝,遵照 本人 遗愿 ， ， 袁家骝 亲自 护送 吴健雄 的 骨灰 回大陆 ， 安葬 于 苏州 太仓 浏河 。,遗愿   人物二 亲自 护送 人物一 骨灰 回大陆  安葬 苏州 太仓 浏河,1
TRAIN_SENT_ID_250041,张无忌,赵敏,但 张无忌 单掌 抵御 玄冥 二老 ， 左支右绌 ， 传向 赵敏 的 九阳 真 气 减弱 。,人物一 单掌 抵御 玄冥 二老  左支右绌  传向 人物二 九阳 真 气 减弱,1
TRAIN_SENT_ID_248851,窦滔,苏蕙,苏蕙 思念 不已 ， 织绵 为 《 回文 璇玑 图诗 》 ， 寄赠 窦滔 。,人物二 思念 不已  织绵  回文 璇玑 图诗   寄赠 人物一,1
TRAIN_SENT_ID_286209,沈承宽,张天翼,《 张天翼 研究 资料 》 （ 沈承宽 、 黄侯兴 、 吴福辉 编 ） 1982 ， 社科,人物二 研究 资料   人物一  黄侯兴  吴福辉 编    社科,1
TRAIN_SENT_ID_264784,张欣,潘石屹,潘石屹 VS 张欣 ： 夫唱妇随 才 有 今天 的 经典 — — SOHO / 11,人物二  人物一  夫唱妇随 今天 经典,1
TRAIN_SENT_ID_262890,熊美玲,林秋离,No.205 让 自己 觉得 好过 林秋离 熊美玲 杨林,觉得 好过 人物二 人物一 杨林,1
TRAIN_SENT_ID_273952,江冬秀,胡适,江冬秀 ： 胡适 头上 的 克星,人物一  人物二 头上 克星,1
TRAIN_SENT_ID_265167,尤二姐,贾琏,事后 ， 贾琏 在 凤姐 那 连 棺材 钱 也 讨 不 出来 ， 还是 平儿 拿出 体己 钱来 ， 下葬 了 尤二姐 。,事后  人物二 凤姐 棺材 钱 讨  平儿 拿出 体己 钱来  下葬 人物一,1
TRAIN_SENT_ID_257325,贾珍,尤氏,⒈ 贾珍 — — 尤氏 ： 茄官 、 银蝶 儿 、 万儿 、 来升 、 喜儿 、 寿儿 、 栓儿 。,⒈ 人物一   人物二  茄官  银蝶  万儿  来升  喜儿  寿儿  栓儿,1
TRAIN_SENT_ID_263871,刘嘉玲,梁朝伟,郑少秋 汪明荃 梁朝伟 戚美珍 林颖娴 李美凤 邱淑贞 吕良伟 黎美娴 刘嘉玲 等,郑少秋 汪明荃 人物二 戚美珍 林颖娴 李美凤 邱淑贞 吕良伟 黎美娴 人物一,1
TRAIN_SENT_ID_254367,宋凝,沈岸,姜黎 两国 交战 ， 宋凝 对阵 姜国 镇远 将军 沈岸 ， 一战 倾心 。,姜黎 两国 交战  人物一 对阵 姜国 镇远 将军 人物二  一战 倾心,1
TRAIN_SENT_ID_266829,萧峰,萧远山,婆婆 ： 未 交代 姓名 ， 与 萧远山 青梅竹马 ； 乔三娘 （ 萧峰 养母 ）,婆婆  未 交代 姓名  人物二 青梅竹马  乔三娘  人物一 养母,-1
TRAIN_SENT_ID_262977,熊美玲,林秋离,No.200 难以预料 林秋离 熊美玲,难以预料 人物二 人物一,1
TRAIN_SENT_ID_265700,贾环,贾政,三 、 黛玉 将来 会 被 贾政 指婚 给 贾环,三  黛玉 将来 会 人物二 指婚 人物一,-1
TRAIN_SENT_ID_263806,刘嘉玲,梁朝伟,梁朝伟 、 刘德华 、 刘嘉玲 、 毛舜筠 、 商天娥,人物二  刘德华  人物一  毛舜筠  商天娥,1
TRAIN_SENT_ID_265909,杨绛,钱钟书,附 ： 杨绛 《 写 的 钱钟书 》 （ 节选 ）,附  人物一  写 人物二   节选,1
TRAIN_SENT_ID_282648,杜江,杜宇麒,杜江 与 杜宇麒,人物一 人物二,-1
TRAIN_SENT_ID_261458,莫绍谦,慕咏飞,商界 巨头 慕家以 救莫家 家业 为 由迫 莫绍谦 与 慕咏飞 商业 联姻 。,商界 巨头 慕家以 救莫家 家业 由迫 人物一 人物二 商业 联姻,1
TRAIN_SENT_ID_273356,秦香莲,陈世美,陈世美 不认 秦香莲 — — 喜新厌旧,人物二 不认 人物一   喜新厌旧,1
TRAIN_SENT_ID_270649,赵宏博,申雪,申雪 、 赵宏博,人物二  人物一,1
TRAIN_SENT_ID_267104,公子羽,明月心,但 要 救 明月心 的话 ， 就 得 去 找 公子羽 。,救 人物二  找 人物一,1
TRAIN_SENT_ID_260925,贾珍,贾蓉,6 . 沆瀣 父子 ： 贾珍 与 贾蓉,沆瀣 父子  人物一 人物二,-1
TRAIN_SENT_ID_251167,廖仲恺,何香凝,校址 定于 广州 大元帅 府 旁 地块 （ 广州 廖仲恺 和 何香凝 河南 石涌 口 ）,校址 定于 广州 大元帅 府 旁 地块  广州 人物一 人物二 河南 石涌 口,1
TRAIN_SENT_ID_257302,贾珍,尤氏,惜春 的 兄嫂 贾珍 、 尤氏 对 她 的 关心 是 怎样 的 呢 ？,惜春 兄嫂 人物一  人物二 关心,1
TRAIN_SENT_ID_276903,罗启锐,张婉婷,最佳 原著 剧本 ： 罗启锐 、 张婉婷 《 七小福 》,最佳 原著 剧本  人物一  人物二  七小福,1
TRAIN_SENT_ID_286061,伍云召,伍建章,只 因 他 与 伍建章 有 八拜之交 ， 意欲 使 伍云召 知觉 。 ”,人物二 八拜之交  意欲 人物一 知觉,-1
TRAIN_SENT_ID_258519,刘禅,刘备,刘备 为了 报仇 ， 丞相 诸葛亮 辅佐 刘禅 治理 蜀国 。,人物二 报仇  丞相 诸葛亮 辅佐 人物一 治理 蜀国,-1
TRAIN_SENT_ID_279091,高兰英,张奎,张奎 的 灵兽 ， 拥有 极高 的 速度 ， 称呼 高兰英 为 “ 大姊头 ” 。,人物二 灵兽  拥有 极高 速度  称呼 人物一  大姊头,1
TRAIN_SENT_ID_260894,贾珍,贾蓉,贾珍 、 贾琏 、 贾蓉 等 好色之徒 ， 对 她 颇为 馋涎 。,人物一  贾琏  人物二 好色之徒  颇为 馋涎,-1
TRAIN_SENT_ID_268128,樊梨花,薛丁山,卷棚 式 船 顶上 ， 嵌瓷 薛丁山 、 樊梨花 两位 古代 名将 ， 各高 1.6 米 ， 背 西向东 ， 望海 观城 。,卷棚 式 船 顶上  嵌瓷 人物二  人物一 两位 古代 名将  各高  米  背 西向东  望海 观城,1
TRAIN_SENT_ID_255602,蒋介石,宋美龄,就是 宋美龄 陪 蒋介石 回 溪口 ， 毛氏 总是 热情 相待 。,人物二 陪 人物一 回 溪口  毛氏 总是 热情 相待,1
TRAIN_SENT_ID_265119,杜晓苏,雷宇峥,第二部 【 海上 繁花 】 [ 主角 ： 杜晓苏 雷宇峥 邵振嵘 ],第二部  海上 繁花   主角  人物一 人物二 邵振嵘,1
TRAIN_SENT_ID_283952,王难姑,胡青牛,倚 ： 张无忌 小昭 朱九真 宋青书 胡青牛 王难姑,倚  张无忌 小昭 朱九真 宋青书 人物二 人物一,1
TRAIN_SENT_ID_283584,贾廷亮,王锁兰,贾廷亮 、 王锁兰,人物一  人物二,1
TRAIN_SENT_ID_258907,王熙凤,贾琏,贾琏 看上 了 尤二姐 （ 梁兰 诗 ） ， 瞒 着 王熙凤 金屋藏娇 。,人物二 看上 尤二姐  梁兰 诗   瞒 人物一 金屋藏娇,1
TRAIN_SENT_ID_284346,唐筼,陈寅恪,七 陈寅恪 、 唐筼 骨灰 安葬 侧记 70,七 人物二  人物一 骨灰 安葬 侧记,1
TRAIN_SENT_ID_271904,阎婆惜,宋江,戴宗 原本 是 在 江州 两院 做 牢头 ， 宋江 因为 阎婆惜 的 人命官司 来江州 服刑 ， 正好 在 他 的 管区 之内 。,戴宗 原本 江州 两院 做 牢头  人物二 人物一 人命官司 来江州 服刑  正好 管区 之内,1
TRAIN_SENT_ID_255954,蒋介石,宋美龄,奇俊峰 向 蒋介石 、 宋美龄 行 了 军礼 ， 敬献 了 哈达 和 锦旗 ， 奇法武 按 蒙古 礼节 行 了 跪拜礼 。,奇俊峰 人物一  人物二 行 军礼  敬献 哈达 锦旗  奇法武 蒙古 礼节 行 跪拜礼,1
TRAIN_SENT_ID_273226,秦香莲,陈世美,这出 戏唱 做 并重 ， 秦香莲 在 公堂 上 痛斥 陈世美 的 “ 三 大段 “ 淮调 ” 慷慨激昂 ， 深受 观众 欢迎 。,这出 戏唱 做 并重  人物一 公堂 痛斥 人物二  三 大段  淮调  慷慨激昂  深受 观众 欢迎,1
TRAIN_SENT_ID_273864,范柳原,白流苏,他 看 上 白流苏 ， 也 不过 因为 黄觉 版 范柳原 她 面目 姣好 ， 舞步 轻盈 。,人物二  黄觉 版 人物一 面目 姣好  舞步 轻盈,1
TRAIN_SENT_ID_279403,张维,陆士嘉,设立 罗漾 明 奖学金 、 张维 、 陆士嘉 奖教金 。,设立 罗漾 明 奖学金  人物一  人物二 奖教金,1
TRAIN_SENT_ID_282689,刘之冰,茹萍,北京 天地 精英 演艺 经纪 有限公司 旗下 艺人 : 富大龙 、 饶敏莉 、 刘之冰 、 茹萍 、 侯璎珏 、 颜丹晨 等 ；,北京 天地 精英 演艺 经纪 有限公司 旗下 艺人  富大龙  饶敏莉  人物一  人物二  侯璎珏  颜丹晨,1
TRAIN_SENT_ID_264027,刘备,孙尚香,刘备 ﹐ 孙尚香,人物一 ﹐ 人物二,1
TRAIN_SENT_ID_258276,陈建斌,蒋勤勤,7 、 陈建斌 和 蒋勤勤 的 麦穗 婚戒,人物一 人物二 麦穗 婚戒,1
TRAIN_SENT_ID_281437,曾雅兰,侯昌明,侯昌明 （ 第二次 参赛 ） 、 曾雅兰 （ 初次 参赛 ） （ 败于 方程式 相关 问题 ）,人物二  第二次 参赛   人物一  初次 参赛   败于 方程式 相关 问题,1
TRAIN_SENT_ID_263473,梅葆玖,梅兰芳,梅兰芳 梅葆玖,人物二 人物一,-1
TRAIN_SENT_ID_282210,刘秀融,刘銮雄,刘秀融 ( Jade ) 是 拥有 四家 上市公司 的 综合性 大 集团 刘銮雄 的 掌上明珠 。,人物一    拥有 四家 上市公司 综合性 集团 人物二 掌上明珠,-1
TRAIN_SENT_ID_279096,高兰英,张奎,张奎 HP25000 ， 土 属性 ； 高兰英 HP20000 ， 无 属性 。,人物二   土 属性  人物一   属性,1
TRAIN_SENT_ID_268780,张翠山,张无忌,倚天 屠龙记 — — 张无忌 、 张翠山,倚天 屠龙记   人物二  人物一,-1
TRAIN_SENT_ID_283262,虞汲,虞集,虞汲 史籍 记载 : 《 元 史 》 卷 一百八十 一 · 列传 第六 十八 · 虞集 传,人物一 史籍 记载   元 史  卷 一百八十  列传 第六 十八  人物二 传,-1
TRAIN_SENT_ID_273227,秦香莲,陈世美,四 、 明明 是 陈世美 ， 我 不是 秦香莲,四  明明 人物二  人物一,1
TRAIN_SENT_ID_281633,黄峨,杨慎,充分 表达 了 守候 在 新 都 的 黄峨 对 杨慎 的 相思 之情 。,充分 表达 守候 新 人物一 人物二 相思 之情,1
TRAIN_SENT_ID_263892,刘嘉玲,梁朝伟,《 海上花 》 ( 1998 ) 与 梁朝伟 ， 刘嘉玲 合演,海上花     人物二  人物一 合演,1
TRAIN_SENT_ID_256426,刘禅,甘夫人,赵云 于 长阪 身抱 刘禅 、 保护 甘夫人 ， 皆 得 免难 。,赵云 长阪 身抱 人物一  保护 人物二  皆 免难,-1
TRAIN_SENT_ID_262745,熊美玲,林秋离,No.21 什么 都 不留 林秋离 熊美玲 蔡幸娟,不留 人物二 人物一 蔡幸娟,1
TRAIN_SENT_ID_268516,潘金莲,武大郎,如此这般 ， 潘金莲 又 怎能不 弃 武大郎 而求 西门庆 大哥 呢 ！,如此这般  人物一 怎能不 弃 人物二 而求 西门庆 大哥,1
TRAIN_SENT_ID_266275,钱学森,蒋英,钱学森 与 蒋英 … … … … … … … … … … … … …,人物一 人物二,1
TRAIN_SENT_ID_261481,谢依纯,马国毕,"2011.09 . 21 明星 夫妻 合体 舞蹈 比赛 ( 上 ) 来宾 ： 沈玉琳 芽芽 , 黄镫辉 萁 萁 , 马国毕 谢依纯 , 艾力克斯 李咏娴 , Kimiko",明星 夫妻 合体 舞蹈 比赛   来宾  沈玉琳 芽芽  黄镫辉 萁 萁  人物二 人物一  艾力克斯 李咏娴,1
TRAIN_SENT_ID_285571,韩瑜,孙协志,江宏恩 、 翁家明 、 澎 恰恰 、 马国毕 、 陈志强 、 孙协志 、 韩瑜,江宏恩  翁家明  澎 恰恰  马国毕  陈志强  人物二  人物一,1
TRAIN_SENT_ID_284100,郝治平,罗瑞卿,郝治平 与 罗瑞卿 合影,人物一 人物二 合影,1
TRAIN_SENT_ID_261135,胡一刀,胡斐,平阿四 ： 因感 胡一刀 救命之恩 ， 抚养 胡斐 长大 。,平阿四  因感 人物一 救命之恩  抚养 人物二 长大,-1
TRAIN_SENT_ID_268499,潘金莲,武大郎,潘金莲 追 武大郎 ， 这种 事情 太 平常 。,人物一 追 人物二  这种 事情 太 平常,1
TRAIN_SENT_ID_250134,秦始皇,胡亥,等到 车驾 回到 咸阳 ， 发丧 安葬 秦始皇 ， 胡亥 即位 ， 是 为 秦二世 。,车驾 回到 咸阳  发丧 安葬 人物一  人物二 即位  秦二世,-1
TRAIN_SENT_ID_273846,范柳原,白流苏,范柳原 急欲回 伦敦 处理事务 ， 不得不 与 白流苏 分离 ， 却 因 战事 而 未能 成行 。,人物一 急欲回 伦敦 处理事务  不得不 人物二 分离  战事 未能 成行,1
TRAIN_SENT_ID_256012,蒋介石,宋美龄,事实 并非如此 ： 蒋介石 充分利用 她 在 美国 的 声望 ， 宋美龄 的 价值 和 重要性 被 过分 夸大 了 。,事实 并非如此  人物一 充分利用 美国 声望  人物二 价值 重要性 过分 夸大,1
TRAIN_SENT_ID_266493,严世蕃,严嵩,嘉靖 帝 不久 下旨 令 严嵩 致仕 ， 将 严世蕃 下诏狱 治罪 ， 邹应龙 则 升任 通政司 参议 。,嘉靖 帝 不久 下旨 令 人物二 致仕  人物一 下诏狱 治罪  邹应龙 升任 通政司 参议,-1
TRAIN_SENT_ID_275730,石田龙弦,石田宗弦,石田龙弦 自称 已 继承 了 石田宗弦 所有 能力 和 技术 ， 当然 包括 乱装天 傀 。,人物一 自称 继承 人物二 能力 技术  包括 乱装天 傀,-1
TRAIN_SENT_ID_249910,张无忌,赵敏,张无忌 和 赵敏 在 冰火 岛 定居 。,人物一 人物二 冰火 岛 定居,1
TRAIN_SENT_ID_272661,段延庆,段誉,万劫谷 （ 20 级 ） 木婉清 、 钟灵 、 段延庆 、 段誉 （ 段正淳 ）,万劫谷   级  木婉清  钟灵  人物一  人物二  段正淳,-1
TRAIN_SENT_ID_279173,赵薇,黄有龙,黄有龙 与 赵薇 : 情感 经历,人物二 人物一  情感 经历,1
TRAIN_SENT_ID_276337,岳灵珊,林平之,令狐冲 暗恋 小 师妹 岳灵珊 ， 灵珊 却 钟情 林平之 ， 令狐冲 情场失意 。,令狐冲 暗恋 师妹 人物一  灵珊 钟情 人物二  令狐冲 情场失意,1
TRAIN_SENT_ID_282688,刘之冰,茹萍,2 . 刘之冰 在 拍摄 现场 只要 一有 空闲 就 会 为 茹萍 送上 热茶 。,人物一 拍摄 现场 一有 空闲 会 人物二 送上 热茶,1
TRAIN_SENT_ID_250034,张无忌,赵敏,可 ， 可 ， 赵敏 和 那 武功 盖世 的 明教 教主 张无忌 ， 不是 哥 有情 ， 妹 有意 吗 ？,人物二 武功 盖世 明教 教主 人物一  哥 有情  妹 有意,1
TRAIN_SENT_ID_251212,廖仲恺,何香凝,廖仲恺 何香凝,人物一 人物二,1
TRAIN_SENT_ID_268633,潘金莲,武大郎,— — 在 武大郎 的 细心 照料 下 ， 潘金莲 的 病情 慢慢 好转 。,人物二 细心 照料  人物一 病情 慢慢 好转,1
TRAIN_SENT_ID_273844,范柳原,白流苏,如果 在 正常 情况 下 ， 白流苏 决不 是 范柳原 的 对手 ， 她 一定 一败涂地 。,正常 情况  人物二 决不 人物一 对手  一定 一败涂地,1
TRAIN_SENT_ID_264092,刘备,孙尚香,刘备 + 孙尚香,人物一  人物二,1
TRAIN_SENT_ID_267490,宋霭龄,孔祥熙,另 一种 幕后 权力 ： 教母 与 财神 — — 孔祥熙 、 宋霭龄 公馆,一种 幕后 权力  教母 财神   人物二  人物一 公馆,1
TRAIN_SENT_ID_256370,孙尚香,刘备,刘备 ﹐ 孙尚香,人物二 ﹐ 人物一,1
TRAIN_SENT_ID_276766,丁夫人,曹操,曹操 也 深感 此事 因 自己 而 起 ， 所以 十分 的 内疚 ， 对 丁夫人 的 怒骂 也 是 一忍再忍 。,人物二 深感 此事  十分 内疚  人物一 怒骂 一忍再忍,1
TRAIN_SENT_ID_257423,袁克文,袁世凯,2 袁克文 “ 极端 反对 ” 袁世凯 称帝 ?,人物一  极端 反对  人物二 称帝,-1
TRAIN_SENT_ID_260493,严嵩,严世蕃,严嵩 当即 表态 ， 真如 郑泌昌 、 何茂才 所言 ， 是 严世蕃 他们 叫 浙江 毁堤 淹田 ， 还敢 通倭 ， 就 应该 满门抄斩 ！,人物一 当即 表态  真如 郑泌昌  何茂才 所言  人物二 浙江 毁堤 淹田  还敢 通倭  应该 满门抄斩,-1
TRAIN_SENT_ID_260339,穆桂英,杨宗保,《 杨宗保 与 穆桂英 》,人物二 人物一,1
TRAIN_SENT_ID_251219,廖仲恺,何香凝,【 示例 】 何香凝 《 回忆 廖仲恺 》 ： “ 仲恺 在 农工 部长 任内 ， 经常 和 农工 群众 接触 。 ”,示例  人物二  回忆 人物一    仲恺 农工 部长 任内  经常 农工 群众 接触,1
TRAIN_SENT_ID_258932,王熙凤,贾琏,第二十回 王熙凤 正言弹 妒意 林黛玉 俏语 谑 娇音 脂砚斋 重评 石头记 庚辰 本 第三册 : 第二十一回 贤袭 人 娇嗔 箴 宝玉 俏 平儿 软语 救 贾琏,第二十回 人物一 正言弹 妒意 林黛玉 俏语 谑 娇音 脂砚斋 重评 石头记 庚辰 第三册  第二十一回 贤袭 娇嗔 箴 宝玉 俏 平儿 软语 救 人物二,1
TRAIN_SENT_ID_271590,毛岸青,毛泽东,给 毛岸英 、 毛岸青 的 信 （ 毛泽东 ）,毛岸英  人物一 信  人物二,-1
TRAIN_SENT_ID_260491,严嵩,严世蕃,严世蕃 下法司 ， 拟成 充军 之罪 ， 严嵩 回籍 。,人物二 下法司  拟成 充军 之罪  人物一 回籍,-1
TRAIN_SENT_ID_256008,蒋介石,宋美龄,二 、 我 为 蒋介石 、 宋美龄 治病 经历,二  人物一  人物二 治病 经历,1
TRAIN_SENT_ID_272867,杨威,杨云,杨云 在 婚礼 上 许下 了 唯一 的 心愿 ， 那 就是 要 和 杨威 厮守 到 老 。,人物二 婚礼 许下 唯一 心愿  人物一 厮守 老,1
TRAIN_SENT_ID_268654,潘金莲,武大郎,— — 潘金莲 与 西门庆 通奸 ， 被 武大郎 捉奸在床 。,人物一 西门庆 通奸  人物二 捉奸在床,1
