sent_id,entity1,entity2,sent,processed_sent,label,hard_match
TRAIN_SENT_ID_276875,罗启锐,张婉婷,最佳 原著 剧本 ： 张婉婷 、 罗启锐 《 玻璃 之 城 》,最佳 原著 剧本  人物二  人物一  玻璃 城,1,0
TRAIN_SENT_ID_284471,钱永刚,钱学森,主题 ： 从 钱永刚 看 钱学森,主题  人物一 人物二,-1,0
TRAIN_SENT_ID_264349,贾环,赵姨娘,贾环 赵姨娘 用 谗 成功 ， 有何 畅快 ？,人物一 人物二 谗 成功  有何 畅快,-1,0
TRAIN_SENT_ID_255879,蒋介石,宋美龄,第一节 蒋介石 访印 与 宋美龄 访美,第一节 人物一 访印 人物二 访美,1,0
TRAIN_SENT_ID_262891,熊美玲,林秋离,No.78 那个 人 对 你 好不好 林秋离 熊美玲,好不好 人物二 人物一,1,0
TRAIN_SENT_ID_262027,李纨,贾兰,室内 陈设 淡雅 简洁 ， 东间 李纨 所居 ， 西间 布置 为 书房 ， 作 贾兰 读书处 。,室内 陈设 淡雅 简洁  东间 人物一 所居  西间 布置 书房  作 人物二 读书处,-1,0
TRAIN_SENT_ID_275035,朱七七,沈浪,三天 期限 将 至 ， 沈浪 为 解救 仁义 山庄 ， 精心设计 ， 但 白飞飞 却 劫走 朱七七 。,三天 期限  人物二 解救 仁义 山庄  精心设计  白飞飞 劫走 人物一,1,0
TRAIN_SENT_ID_274663,傅敏,傅雷,书籍 ： 《 傅雷 家书 》 / 傅敏 .,书籍   人物二 家书   人物一,-1,0
TRAIN_SENT_ID_270009,张耳,张敖,张敖 ： 本书 卷三二 《 张耳 传 》 附其传 。,人物二  本书 卷三二  人物一 传  附其传,-1,0
TRAIN_SENT_ID_286307,王思聪,王健林,这 意味着 ， 王健林 以及 王思聪 拥有 万达 集团 100% 股权 。,意味着  人物二 人物一 拥有 万达 集团  股权,-1,0
TRAIN_SENT_ID_270854,姜承,欧阳倩,1 、 姜承 与 欧阳倩 主题,人物一 人物二 主题,1,0
TRAIN_SENT_ID_255691,蒋介石,宋美龄,蒋介石 礼服 笔挺 ， 宋美龄 珠光宝气 。,人物一 礼服 笔挺  人物二 珠光宝气,1,0
TRAIN_SENT_ID_272703,毛岸青,杨开慧,不久 ， 上海 党组织 杨开慧 被 破坏 ， 和 弟弟 毛岸青 、 毛岸龙 曾一度 流落 街头 。,不久  上海 党组织 人物二 破坏  弟弟 人物一  毛岸龙 曾一度 流落 街头,-1,0
TRAIN_SENT_ID_277704,李启铭,李刚,李启铭 ： 我爸 是 李刚,人物一  我爸 人物二,-1,0
TRAIN_SENT_ID_275222,丁力,冯程程,观众们 也 记住 了 “ 丁力 ” 、 “ 许文强 ” 和 “ 冯程程 ” 的 经典 形象 。,观众们 记住  人物一    许文强   人物二  经典 形象,1,0
TRAIN_SENT_ID_274270,贾敬,贾珍,只见 贾府 人分 昭穆 排班 立定 ： 贾敬 主祭 ， 贾赦 陪祭 ， 贾珍 献爵 ， 贾琏贾 琮 献 帛 ， 宝玉 捧 香 ， 贾菖 贾菱 展拜毯 ， 守 焚池 。,只见 贾府 人分 昭穆 排班 立定  人物一 主祭  贾赦 陪祭  人物二 献爵  贾琏贾 琮 献 帛  宝玉 捧 香  贾菖 贾菱 展拜毯  守 焚池,-1,0
TRAIN_SENT_ID_268114,樊梨花,薛丁山,制片人 新 薛丁山 三气 樊梨花 ( 1952 ) ....,制片人 新 人物二 三气 人物一,1,0
TRAIN_SENT_ID_283150,班淑娴,何太冲,第 158 章 何太冲 班淑娴 . mp3,章 人物二 人物一,1,0
TRAIN_SENT_ID_255521,刘梅,夏雪,《 猫鼠 之争 》 ： 夏雪 为了 写 一篇 作文 ， 开始 研究 小老鼠 ， 怕 老鼠 的 刘梅 ， 抱 了 一只 猫 镇定 自己 ， 结果 小老鼠 意外 身亡 … …,猫鼠 之争   人物二 写 一篇 作文  研究 小老鼠  怕 老鼠 人物一  抱 一只 猫 镇定  小老鼠 意外 身亡,-1,0
TRAIN_SENT_ID_274704,龙啸云,林诗音,林诗音 青梅竹马 的 恋人 、 未婚夫 ， 因 不忍 龙啸云 的 相思 之苦 而 放,人物二 青梅竹马 恋人  未婚夫  不忍 人物一 相思 之苦 放,1,0
TRAIN_SENT_ID_270376,关平,关羽,1 、 新增 了 魂烈 包 武将 SK 神 关羽 和 神 吕布 ， 天罡 包 武将 廖化 和 刘表 ， 地煞 包 武将 张郃 ， 破军 包 武将 关平 ， 阴阳 包 武将 SK 管辂 ；,新增 魂烈 包 武将  神 人物二 神 吕布  天罡 包 武将 廖化 刘表  地煞 包 武将 张郃  破军 包 武将 人物一  阴阳 包 武将  管辂,-1,0
TRAIN_SENT_ID_262909,熊美玲,林秋离,No.42 再见 亦 是 泪 林秋离 熊美玲,再见 泪 人物二 人物一,1,0
TRAIN_SENT_ID_262402,汪精卫,陈璧君,一次 ， 陈璧君 买通 狱卒 ， 送给 汪精卫 10 多枚 鸡蛋 。,一次  人物二 买通 狱卒  送给 人物一  多枚 鸡蛋,1,0
TRAIN_SENT_ID_277985,吴君如,陈可辛,金马 夫妻 档 ： 成龙 与 林凤娇 、 吴君如 与 陈可辛,金马 夫妻 档  成龙 林凤娇  人物一 人物二,1,0
TRAIN_SENT_ID_258399,张兆和,沈从文,第四 封 沈从文 致 张兆和 （ 1934.1 . 12 ）,第四 封 人物二 人物一,1,0
TRAIN_SENT_ID_256115,蒋介石,宋美龄,"当晚 , 蒋介石 和 宋美龄 乘飞机 离开 武昌 飞往 湖南 衡阳 。",当晚  人物一 人物二 乘飞机 离开 武昌 飞往 湖南 衡阳,1,0
TRAIN_SENT_ID_252252,秦嘉,徐淑,答 秦嘉 诗 [ 汉 ] 徐淑,答 人物一 诗  汉  人物二,1,0
TRAIN_SENT_ID_269055,刘德华,朱丽倩,明星 : 刘德华 和 朱丽倩 ：,明星  人物一 人物二,1,0
TRAIN_SENT_ID_268077,樊梨花,薛丁山,第七 台 薛丁山 与 樊梨花 。,第七 台 人物二 人物一,1,0
TRAIN_SENT_ID_252272,秦嘉,徐淑,徐淑 / 答 秦嘉 书,人物二  答 人物一 书,1,0
TRAIN_SENT_ID_283507,蒲忠杰,张月娥,蒲忠杰 、 张月娥,人物一  人物二,1,0
TRAIN_SENT_ID_281440,曾雅兰,侯昌明,2013 / 09 / 07 林良欢 、 许志豪 、 刘依纯 、 办桌 二人组 、 侯昌明 、 曾雅兰 、 孙耀威 、 黄嘉千 、 杨谨华 、 蔡淑臻,林良欢  许志豪  刘依纯  办桌 二人组  人物二  人物一  孙耀威  黄嘉千  杨谨华  蔡淑臻,1,0
TRAIN_SENT_ID_274260,贾敬,贾珍,只见 贾府 诸人分 昭穆 排班 立定 ： 贾敬 主祭 ； 贾赦 陪祭 ， 贾珍 献爵 ； 贾琏 、 贾琮 献帛 ， 宝玉 捧 香 ， 贾菖 、 贾菱 殿 拜毯 ， 守 焚池 。,只见 贾府 诸人分 昭穆 排班 立定  人物一 主祭  贾赦 陪祭  人物二 献爵  贾琏  贾琮 献帛  宝玉 捧 香  贾菖  贾菱 殿 拜毯  守 焚池,-1,0
TRAIN_SENT_ID_262357,汪精卫,陈璧君,关系密切 的 非 成员 ： 汪精卫 、 陈璧君 、 甘乃光 、 何香凝 、 陈树人,关系密切 非 成员  人物一  人物二  甘乃光  何香凝  陈树人,1,0
TRAIN_SENT_ID_266579,许晋亨,李嘉欣,而 李嘉欣 抵达 许家 后 ， 就 紧锣密鼓 地 开始 与 许晋亨 拍摄 新人 照 。,人物二 抵达 许家  紧锣密鼓 人物一 拍摄 新人,1,0
TRAIN_SENT_ID_258111,周海婴,鲁迅,3 . 周海婴 之 父 鲁迅 ： 近代 儿童教育 大师,人物一 父 人物二  近代 儿童教育 大师,-1,0
TRAIN_SENT_ID_266946,关索,关羽,但是 没有 材料 证明 这个 关索 与 三国 关羽 有关 。,没有 材料 证明 人物一 三国 人物二,-1,0
TRAIN_SENT_ID_253716,申雪,赵宏博,第九十 一期 ： 申雪 、 赵宏博 2010083012 : 30,第九十 一期  人物一  人物二,1,0
TRAIN_SENT_ID_272537,宋江,宋太公,宋江 因此 商议 暗害 扈三娘 ， 后 被 宋太公 阻止 。,人物一 商议 暗害 扈三娘  人物二 阻止,-1,0
TRAIN_SENT_ID_257019,李嫣,王菲,这 也 是 王菲 及 身边 好友 首次 主动 曝光 李嫣 的 正面 照 。,人物二 身边 好友 首次 主动 曝光 人物一 正面,-1,0
TRAIN_SENT_ID_268241,王小利,李琳,2011 小品 《 同桌 的 你 》 （ 赵本山 、 王小利 、 小 沈阳 、 李琳 ）,小品  同桌   赵本山  人物一  沈阳  人物二,1,0
TRAIN_SENT_ID_278703,叶一茜,田亮,此情此景 ， 田亮 借机 深情 告白 ， 将 所有 荣耀 与 叶一茜 分享 。,此情此景  人物二 借机 深情 告白  荣耀 人物一 分享,1,0
TRAIN_SENT_ID_279077,公孙绿萼,裘千尺,第 257 章 弟子 公孙绿萼 第 258 章 谁 胁迫 谁 第 259 章 裘千尺,章 弟子 人物一  章 胁迫  章 人物二,-1,0
TRAIN_SENT_ID_279442,张铎,陈松伶,陈松伶 张铎 の 姐弟恋,人物二 人物一 の 姐弟恋,1,0
TRAIN_SENT_ID_251219,廖仲恺,何香凝,【 示例 】 何香凝 《 回忆 廖仲恺 》 ： “ 仲恺 在 农工 部长 任内 ， 经常 和 农工 群众 接触 。 ”,示例  人物二  回忆 人物一    仲恺 农工 部长 任内  经常 农工 群众 接触,1,0
TRAIN_SENT_ID_272132,张翠山,殷素素,以 狮子吼 震败 王盘山 群雄 ， 抢夺 屠龙刀 ， 后 狂性 大发 ， 双目 被 殷素素 所毁 ， 与 她 和 张翠山 三人 流落 冰火 岛 。,狮子吼 震败 王盘山 群雄  抢夺 屠龙刀  狂性 大发  双目 人物二 所毁  人物一 三人 流落 冰火 岛,1,0
TRAIN_SENT_ID_281632,黄峨,杨慎,黄峨 与 杨慎 返新 都 办 丧事 。,人物一 人物二 返新 办 丧事,1,0
TRAIN_SENT_ID_263446,梅葆玖,梅兰芳,现为 《 最 漫画 》 连载 《 梅兰芳 》 由 梅葆玖 指导 。,现为  漫画  连载  人物二  人物一 指导,-1,0
TRAIN_SENT_ID_266829,萧峰,萧远山,婆婆 ： 未 交代 姓名 ， 与 萧远山 青梅竹马 ； 乔三娘 （ 萧峰 养母 ）,婆婆  未 交代 姓名  人物二 青梅竹马  乔三娘  人物一 养母,-1,0
TRAIN_SENT_ID_278169,赵姨娘,贾政,首先 ， 她 得到 了 赵姨娘 的 有力 支持 ， 并 将 此事 传递 给 了 贾府 的 最高 舵手 贾政 。,得到 人物一 有力 支持  此事 传递 贾府 最高 舵手 人物二,1,0
TRAIN_SENT_ID_282275,张孝若,张謇,历任 校长 有 张謇 、 张詧 、 张孝若 、 郑亦同 、 徐静仁 、 唐启宇 等 ；,历任 校长 人物二  张詧  人物一  郑亦同  徐静仁  唐启宇,-1,0
TRAIN_SENT_ID_264176,刘备,孙尚香,29 ： 刘氏 夫妻 刘备 孙尚香,刘氏 夫妻 人物一 人物二,1,0
TRAIN_SENT_ID_262943,熊美玲,林秋离,No.124 情 生意 动 林秋离 熊美玲 曾淑勤,情 生意 动 人物二 人物一 曾淑勤,1,0
TRAIN_SENT_ID_268532,潘金莲,武大郎,19 . 武大郎 20 . 潘金莲 21 . 西门庆,人物二   人物一   西门庆,1,0
TRAIN_SENT_ID_268659,潘金莲,武大郎,为 西门庆 设计 勾结 潘金莲 ， 并 借 自家 作为 二人 的 通奸 场所 ， 后 又 设计 杀害 武大郎 。,西门庆 设计 勾结 人物一  二人 通奸 场所  设计 杀害 人物二,1,0
TRAIN_SENT_ID_255622,蒋介石,宋美龄,作者 按 ： 古达程 ， 名兆鹏 ， 宋美龄 秘书 ， 曾 在 蒋介石 侍从 二处 工作 。 ),作者  古达程  名兆鹏  人物二 秘书  人物一 侍从 二处 工作,1,0
TRAIN_SENT_ID_278609,夏金桂,薛蟠,薛蟠 — 夏金桂 ： 宝蟾 、 小舍儿,人物二  人物一  宝蟾  小舍儿,1,0
TRAIN_SENT_ID_286353,白阿绣,石破天,在 紫烟 岛上 ， 因 史婆婆 和 白阿绣 练功 走火入魔 ， 而 丁不三 、 丁不四 两 兄弟 又 来 搅和 ， 史婆婆 将 这路 刀法 传给 石破天 。,紫烟 岛上  史婆婆 人物一 练功 走火入魔  丁不三  丁不四 两 兄弟 搅和  史婆婆 这路 刀法 传给 人物二,1,0
TRAIN_SENT_ID_268729,秦可卿,贾蓉,3 、 贾蓉 — — 秦可卿 ： 瑞 珠宝 珠,人物二   人物一  瑞 珠宝 珠,1,0
TRAIN_SENT_ID_278461,胡善祥,朱瞻基,胡善祥 明宣宗 朱瞻基 皇后,人物一 明宣宗 人物二 皇后,1,0
TRAIN_SENT_ID_264048,刘备,孙尚香,刘备 和 孙尚香,人物一 人物二,1,0
TRAIN_SENT_ID_265698,贾环,贾政,贾环 ， 父 贾政 母 赵姨娘 。,人物一  父 人物二 母 赵姨娘,-1,0
TRAIN_SENT_ID_273288,秦香莲,陈世美,因此 ， 均 县 有 “ 北门 街不唱 陈世美 ， 秦家楼 不 唱 秦香莲 ” 的 俗话 。,均 县  北门 街不唱 人物二  秦家楼 唱 人物一  俗话,1,0
TRAIN_SENT_ID_270532,关平,关羽,西殿 祀 关羽 ， 附祀 关平 、 周苍 。,西殿 祀 人物二  附祀 人物一  周苍,-1,0
TRAIN_SENT_ID_270536,关平,关羽,穿过 过殿 为 正殿 ， 内塑 关羽 手 捋 胡须 像 ， 左 周仓 横刀 ， 右 关平 持剑 。,穿过 过殿 正殿  内塑 人物二 手 捋 胡须  左 周仓 横刀  右 人物一 持剑,-1,0
TRAIN_SENT_ID_256024,蒋介石,宋美龄,1 . 庇隆 ― ― 埃维塔 2 . 罗斯福 ― ― 埃莉诺 3 . 马科斯 ― ― 伊梅尔 达 4 . 蒋介石 ― ― 宋美龄,庇隆 ― ― 埃维塔   罗斯福 ― ― 埃莉诺   马科斯 ― ― 伊梅尔 达   人物一 ― ― 人物二,1,0
TRAIN_SENT_ID_271669,陆乘风,陆冠英,曹达华 （ 陆乘风 ） ， 张鸿昌 （ 陆冠英 ）,曹达华  人物一   张鸿昌  人物二,-1,0
TRAIN_SENT_ID_264786,张欣,潘石屹,而 背后 的 创意 人 ， 是 一对 房地产 开发商 夫妇 ， 张欣 与 潘石屹 ， 他们 给 每座 建筑 的 预算 是 1 百万美元 。,背后 创意  一对 房地产 开发商 夫妇  人物一 人物二  每座 建筑 预算  百万美元,1,0
TRAIN_SENT_ID_282240,易连恺,秦桑,18 . 邂逅 · 【 迷雾 围城 】 （ 原名 《 夜色 》 ） 主角 ： 易连恺 ， 秦桑,邂逅   迷雾 围城   原名  夜色   主角  人物一  人物二,1,0
TRAIN_SENT_ID_271334,何泽慧,钱三强,祁淑英 仍 希望 她 能 有 机会 修正 《 钱三强 与 何泽慧 》 一书 。,祁淑英 希望 机会 修正  人物二 人物一  一书,1,0
TRAIN_SENT_ID_263642,叶莉,姚明,姚明 与 叶莉 ： 体坛 伉俪 ， 财富 新秀,人物二 人物一  体坛 伉俪  财富 新秀,1,0
TRAIN_SENT_ID_286786,孙凭,孙书,孙书 为齐 大夫 ， 孙凭 为 齐卿 。,人物二 为齐 大夫  人物一 齐卿,-1,0
TRAIN_SENT_ID_261486,谢依纯,马国毕,谢依纯 、 马国毕 、 婷婷,人物一  人物二  婷婷,1,0
TRAIN_SENT_ID_266524,严世蕃,严嵩,贪必 好 淫 ， 淫必生 贪 ， 这话 用 在 严嵩 身上 未必 准确 ， 但用 在 严世蕃 的 身上 却 很 合适 。,贪必 淫  淫必生 贪  这话 人物二 身上 未必 准确  但用 人物一 身上 合适,-1,0
TRAIN_SENT_ID_277091,浦安修,彭德怀,彭德怀 看到 浦安修 被 蹂躏 得 失去 形体 ， 心如刀绞 ， 发疯 似的 呼喊 ： “ 你们 打 我 吧 ！,人物二 看到 人物一 蹂躏 失去 形体  心如刀绞  发疯 呼喊,1,0
TRAIN_SENT_ID_286541,秦可卿,秦业,冯渊 — — 逢 冤 秦钟 — — 情种 秦可卿 — — 情可轻 秦业 — — 情孽,冯渊   逢 冤 秦钟   情种 人物一   情可轻 人物二   情孽,-1,0
TRAIN_SENT_ID_276493,尤氏,贾珍,贾珍 将 邢岫烟 和 尤氏 葬 了 ， 随众 赶往 京城 ， 意欲 和 戎 羌 血拼 ， 夺回 大权 。,人物二 邢岫烟 人物一 葬  随众 赶往 京城  意欲 戎 羌 血拼  夺回 大权,1,0
TRAIN_SENT_ID_286153,孙桓,孙河,孙韶 ， 孙河 之 侄 ， 孙桓 之 堂兄 。,孙韶  人物二 侄  人物一 堂兄,-1,0
TRAIN_SENT_ID_258982,王熙凤,贾琏,u 贾琏 （ 王熙凤 之夫 ， 谐音 “ 假廉 ” ， 无 廉耻 ）,人物二  人物一 之夫  谐音  假廉   廉耻,1,0
TRAIN_SENT_ID_276712,刘梅,夏东海,夏东海 也 说 刘梅 的 心愿 应该 得到 满足 。,人物二 说 人物一 心愿 应该 得到 满足,1,0
TRAIN_SENT_ID_262892,熊美玲,林秋离,No.156 感情 放 一边 （ 台语 ） 林秋离 熊美玲 江蕙,感情 放 一边  台语  人物二 人物一 江蕙,1,0
TRAIN_SENT_ID_265669,袁泉,夏雨,代言人 : 艾莱依 代言人 是 夏雨 ， 袁泉 ， 黄圣 依 … …,代言人  艾莱依 代言人 人物二  人物一  黄圣,1,0
TRAIN_SENT_ID_270707,赵宏博,申雪,凭借 战胜 伤病 、 进军 冬奥 的 勇气 的 决心 ， 赵宏博 在 离开 冰场 后 的 第 88 天 ， 神奇 地 重新 站 在 冰场 上 ， 重新 与 申雪 拉上 了 手 。,战胜 伤病  进军 冬奥 勇气 决心  人物一 离开 冰场  天  神奇 重新 站 冰场  重新 人物二 拉上 手,1,0
TRAIN_SENT_ID_262823,熊美玲,林秋离,No.85 袂 冻 爱 的 人 林秋离 熊美玲 陈亚兰,袂 冻 爱 人物二 人物一 陈亚兰,1,0
TRAIN_SENT_ID_260556,严嵩,严世蕃,在 徐阶 的 怂恿 下 ， 皇帝 夺去 严嵩 一切 官职 ， 勒令 回乡 ， 严世蕃 谪戍 雷州 卫 。,徐阶 怂恿  皇帝 夺去 人物一 官职  勒令 回乡  人物二 谪戍 雷州 卫,-1,0
TRAIN_SENT_ID_268661,潘金莲,武大郎,第一百五十 章 武大郎 ， 潘金莲,第一百五十 章 人物二  人物一,1,0
TRAIN_SENT_ID_284472,钱永刚,钱学森,《 钱学森 》 出演 钱永刚 。,人物二  出演 人物一,-1,0
TRAIN_SENT_ID_272076,张翠山,殷素素,第十九章 还 记得 你 答应 我 的 事 吗 — — 张翠山 和 殷素素,第十九章 记得 答应 事   人物一 人物二,1,0
TRAIN_SENT_ID_251264,廖仲恺,何香凝,戴笠 墓 廖仲恺 何香凝 墓 : 位于 紫金山天文台 所在 的 西峰 南麓 ， 坐北朝南 ， 东 毗 明孝陵 ， 西接 古 城垣 ， 面临 琵琶湖 ， 背依天堡 城 。,戴笠 墓 人物一 人物二 墓  位于 紫金山天文台 西峰 南麓  坐北朝南  东 毗 明孝陵  西接 古 城垣  面临 琵琶湖  背依天堡 城,1,0
TRAIN_SENT_ID_283026,公孙敬声,公孙贺,灌夫 、 公孙贺 、 公孙敬声,灌夫  人物二  人物一,-1,0
TRAIN_SENT_ID_281991,韩小磊,柏寒,韩小磊 、 柏寒 墓,人物一  人物二 墓,1,0
TRAIN_SENT_ID_251334,廖仲恺,何香凝,廖仲恺 、 何香凝 纪念馆,人物一  人物二 纪念馆,1,0
TRAIN_SENT_ID_276720,刘梅,夏东海,于是 ， 夏东海 和 刘梅 拉 着 是 刘星 、 夏雨 ， 买 了 好多 东西 去 看 那个 被 撞伤 的 老奶奶 ， 老奶奶 的 儿媳妇 接待 了 他们 。,人物二 人物一 拉 刘星  夏雨  买 好多 东西 撞伤 老奶奶  老奶奶 儿媳妇 接待,1,0
TRAIN_SENT_ID_260421,穆桂英,杨宗保,穆桂英 、 杨宗保,人物一  人物二,1,0
TRAIN_SENT_ID_257744,桓雄,桓因,得到 桓因 的 同意 ， 桓雄 率领 3000 人 降临到 太伯 山 ， 建立 了 神市 。,得到 人物二 同意  人物一 率领  降临到 太伯 山  建立 神市,-1,0
TRAIN_SENT_ID_282030,施绩,朱然,陈寿 ： “ 朱治 、 吕范以 旧臣 任用 ， 朱然 、 朱桓 以勇烈 着 闻 ， 吕据 、 朱异 、 施绩 咸有 将领 之才 ， 克绍 堂构 。,陈寿   朱治  吕范以 旧臣 任用  人物二  朱桓 以勇烈 闻  吕据  朱异  人物一 咸有 将领 之才  克绍 堂构,-1,0
TRAIN_SENT_ID_259152,刘备,刘禅,注 ： 刘备 与 刘禅 又 分别 称 先主 与 后主 。,注  人物一 人物二 称 先主 后主,-1,0
TRAIN_SENT_ID_256345,孙尚香,刘备,赵云 、 刘备 、 孙尚香,赵云  人物二  人物一,1,0
TRAIN_SENT_ID_260097,齐良迟,齐白石,齐良迟 称赞 为 “ 填补 了 齐白石 研究 的 一项 空白 。 ”,人物一 称赞  填补 人物二 研究 一项 空白,-1,0
TRAIN_SENT_ID_268549,潘金莲,武大郎,武大郎 和 潘金莲 无法 在 清河县 立足 ， 不得不 搬 到 邻县 阳谷县 。,人物二 人物一 无法 清河县 立足  不得不 搬 邻县 阳谷县,1,0
TRAIN_SENT_ID_276588,韩寒,金丽华,金丽华 的 英文 名叫 “ lily ” ， 而且 本人 比 照片 漂亮 多 了 ， “ 一看 就是 韩寒 喜欢 的 类型 ， 头发 长长的 、 眼睛 大大的 ， 很 清纯 的 感觉 。,人物二 英文 名叫     照片 漂亮   一看 人物一 喜欢 类型  头发 长长的  眼睛 大大的  清纯 感觉,1,0
TRAIN_SENT_ID_255731,蒋介石,宋美龄,亲见 蒋介石 宋美龄 陈纳德 麦克唐纳 … …,亲见 人物一 人物二 陈纳德 麦克唐纳,1,0
TRAIN_SENT_ID_277553,柴绍,平阳公主,卷 五十八 列传 第八 唐俭 、 长孙顺德 、 刘弘基 、 殷峤 、 刘政会 、 柴绍 （ 平阳公主 、 马三宝 附 ） 、 武士彟 （ 长兄 武士棱 、 次兄 武士 逸 ）,卷 五十八 列传 第八 唐俭  长孙顺德  刘弘基  殷峤  刘政会  人物一  人物二  马三宝 附   武士彟  长兄 武士棱  次兄 武士 逸,1,0
TRAIN_SENT_ID_251373,李安琪,李小鹏,李小鹏 李安琪,人物二 人物一,1,0
TRAIN_SENT_ID_272082,张翠山,殷素素,谢逊 以 “ 狮子吼 ” 将 众人 震至 失聪 后 ， 掳走 武当派 张翠山 及 天鹰 教 殷素素 乘船 离岛 。,谢逊  狮子吼  众人 震至 失聪  掳走 武当派 人物一 天鹰 教 人物二 乘船 离岛,1,0
TRAIN_SENT_ID_256380,孙尚香,刘备,刘备 孙尚香 华丽 转身 ?,人物二 人物一 华丽 转身,1,0
TRAIN_SENT_ID_251088,尤三姐,柳湘莲,柳湘莲 许婚 又 反悔 ， 他 曾经 向宝玉 打听 尤三姐 的 情况 。,人物二 许婚 反悔  曾经 向宝玉 打听 人物一 情况,1,0
TRAIN_SENT_ID_276546,孔子,亓官氏,"绥 曰 ： "" 孔子 妇姓 亓官氏 。",绥 曰   人物一 妇姓 人物二,1,0
TRAIN_SENT_ID_253580,沈浪,朱七七,朋友 ： 沈浪 ， 熊猫儿 ， 朱七七 ；,朋友  人物一  熊猫儿  人物二,1,0
TRAIN_SENT_ID_254339,金友庄,高凌风,金友庄 ， 傅天颖 ， 林秀琴 ， 陈维龄 ， 高凌风 ， 宋逸民,人物一  傅天颖  林秀琴  陈维龄  人物二  宋逸民,1,0
TRAIN_SENT_ID_279357,陈衡哲,任鸿隽,任鸿隽 、 朱经农 、 曹诚英 、 胡适 、 陶行知 、 马君武 、 Ellery 、 陈衡哲 等 一行 ， 应 徐志摩 观潮 之约 ， 相聚 海宁 。,人物二  朱经农  曹诚英  胡适  陶行知  马君武    人物一 一行  应 徐志摩 观潮 之约  相聚 海宁,1,0
TRAIN_SENT_ID_285928,常茂,常遇春,常茂 也 是 一员 虎将 ， 因 砍 蒙古 降 将 被 流放 ， 其弟 常升 继承 常遇春 为 开国 公 ， 世代相传 ， 明末 传到 常延龄 ， 明亡 ， 沦为 农夫 。,人物一 一员 虎将  砍 蒙古 降 流放  其弟 常升 继承 人物二 开国 公  世代相传  明末 传到 常延龄  明亡  沦为 农夫,-1,0
TRAIN_SENT_ID_282698,刘之冰,茹萍,2008 - 11 - 28 ： 祈望 「 孙淳 、 何赛飞 、 茹萍 、 刘之冰 」,祈望  孙淳  何赛飞  人物二  人物一,1,0
TRAIN_SENT_ID_258426,张兆和,沈从文,第十八 封 沈从文 致 张兆和 （ 1934.1 . 16 ）,第十八 封 人物二 人物一,1,0
TRAIN_SENT_ID_257307,贾珍,尤氏,尤氏 也 不 听 ， 只命 锁 着 ， 等 贾珍 来 发放 ， 且命 人 去 飞马 报信 。,人物二 听  只命 锁  人物一 发放  且命 飞马 报信,1,0
TRAIN_SENT_ID_272690,毛岸青,杨开慧,雪 》 ， 并 刻有 杨开慧 ， 毛岸英 ， 毛岸青 ， 等 部分 图片 插图 。,雪   刻有 人物二  毛岸英  人物一  部分 图片 插图,-1,0
TRAIN_SENT_ID_281425,万玉枝,高咏,紫萱 点出 ， 万玉枝 是 地 仙之体 ， 可以 练习 ， 而 高咏 却是 常人 ， 练 了 反而 有害无益 。,紫萱 点出  人物一 仙之体  练习  人物二 却是 常人  练 有害无益,1,0
TRAIN_SENT_ID_262899,熊美玲,林秋离,No.72 我 想 你 不是 真心 爱 我 林秋离 熊美玲 于 台烟,想 真心 爱 人物二 人物一 台烟,1,0
TRAIN_SENT_ID_273864,范柳原,白流苏,他 看 上 白流苏 ， 也 不过 因为 黄觉 版 范柳原 她 面目 姣好 ， 舞步 轻盈 。,人物二  黄觉 版 人物一 面目 姣好  舞步 轻盈,1,0
TRAIN_SENT_ID_282126,王菁,何炅,最好 的 朋友 ： 何炅 、 龙丹妮 、 王菁 、 柯蓝,最好 朋友  人物二  龙丹妮  人物一  柯蓝,1,0
TRAIN_SENT_ID_273152,黄苗子,郁风,《 人 在 漩涡 - - 黄苗子 与 郁风 》,漩涡   人物一 人物二,1,0
TRAIN_SENT_ID_278948,汪涵,杨乐乐,主持人 ： 汪涵 ， 杨乐乐,主持人  人物一  人物二,1,0
TRAIN_SENT_ID_265675,贾环,贾政,那宝玉 听见 贾政 吩咐 他 “ 不许动 ” ， 早知 多凶少吉 ， 那里 承望 贾环 又 添 了 许多 的话 。,那宝玉 听见 人物二 吩咐  不许动   早知 多凶少吉  承望 人物一 添,-1,0
TRAIN_SENT_ID_264994,刘星,刘梅,谓 称 ： 梅梅 （ 夏东海 用 ） 、 妈妈 、 妈 （ 刘星 、 夏雨 、 夏雪 用 ） 、 刘梅 、 阿姨 （ 通用 ）,谓 称  梅梅  夏东海   妈妈  妈  人物一  夏雨  夏雪   人物二  阿姨  通用,-1,0
TRAIN_SENT_ID_252250,秦嘉,徐淑,汉 徐淑 《 报 秦嘉 书 》 ： “ 镜有 文彩 之丽 ， 钗 有 殊异 之观 。 ”,汉 人物二  报 人物一 书    镜有 文彩 之丽  钗 殊异 之观,1,0
TRAIN_SENT_ID_266809,萧峰,萧远山,被 萧峰 之 父 萧远山 偷袭 ， 一 掌震得 五脏 剧裂 而亡 。,人物一 父 人物二 偷袭  掌震得 五脏 剧裂 而亡,-1,0
TRAIN_SENT_ID_284962,温衡,言希,主角 ： 温衡 ， 言希,主角  人物一  人物二,1,0
